image_path,label
bad_images\bad_16_0_0_20170110232012908.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232038257.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232038257.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232039461.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232039461.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232040957.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232040957.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232108336.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232108336.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232111509.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232111509.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232113589.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232113589.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232141846.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232141846.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232142982.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232142982.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232200900.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232200900.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232208589.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232208589.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232217844.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232217844.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232218902.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232218902.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232245640.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232245640.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232259630.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232259630.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232301837.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232301837.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232302818.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232302818.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232307970.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232307970.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232313053.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232313053.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232315216.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232315216.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232316211.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232316211.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232332618.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232332618.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232429214.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232429214.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232432328.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232432328.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232434079.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232434079.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232444834.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232444834.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232450588.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232450588.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232451479.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232451479.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232528586.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232528586.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232605131.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232605131.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232611516.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232611516.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232613101.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232613101.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232647979.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232647979.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232714508.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232714508.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232724382.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232724382.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232725516.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232725516.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232741392.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232741392.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232742700.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232742700.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232757924.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232757924.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232803098.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232803098.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232817061.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232817061.jpg.chip.jpg,Bad
good_images\16_0_0_20170110232818695.jpg.chip.jpg,Good
bad_images\bad_16_0_0_20170110232818695.jpg.chip.jpg,Bad
good_images\16_0_1_20170105183511375.jpg.chip.jpg,Good
bad_images\bad_16_0_1_20170105183511375.jpg.chip.jpg,Bad
good_images\16_0_1_20170110231713914.jpg.chip.jpg,Good
bad_images\bad_16_0_1_20170110231713914.jpg.chip.jpg,Bad
good_images\16_0_1_20170110231925176.jpg.chip.jpg,Good
bad_images\bad_16_0_1_20170110231925176.jpg.chip.jpg,Bad
good_images\16_0_2_20170110232739283.jpg.chip.jpg,Good
bad_images\bad_16_0_2_20170110232739283.jpg.chip.jpg,Bad
good_images\16_0_3_20170110231223673.jpg.chip.jpg,Good
bad_images\bad_16_0_3_20170110231223673.jpg.chip.jpg,Bad
good_images\16_0_3_20170110232150874.jpg.chip.jpg,Good
bad_images\bad_16_0_3_20170110232150874.jpg.chip.jpg,Bad
good_images\16_0_3_20170110232812662.jpg.chip.jpg,Good
bad_images\bad_16_0_3_20170110232812662.jpg.chip.jpg,Bad
good_images\16_0_4_20161221200238647.jpg.chip.jpg,Good
bad_images\bad_16_0_4_20161221200238647.jpg.chip.jpg,Bad
good_images\16_0_4_20170102234702965.jpg.chip.jpg,Good
bad_images\bad_16_0_4_20170102234702965.jpg.chip.jpg,Bad
good_images\16_0_4_20170103201427977.jpg.chip.jpg,Good
bad_images\bad_16_0_4_20170103201427977.jpg.chip.jpg,Bad
good_images\16_0_4_20170103205822811.jpg.chip.jpg,Good
bad_images\bad_16_0_4_20170103205822811.jpg.chip.jpg,Bad
good_images\16_0_4_20170103233832570.jpg.chip.jpg,Good
bad_images\bad_16_0_4_20170103233832570.jpg.chip.jpg,Bad
good_images\16_0_4_20170104011805376.jpg.chip.jpg,Good
bad_images\bad_16_0_4_20170104011805376.jpg.chip.jpg,Bad
good_images\16_0_4_20170110231631592.jpg.chip.jpg,Good
bad_images\bad_16_0_4_20170110231631592.jpg.chip.jpg,Bad
good_images\16_0_4_20170110232131606.jpg.chip.jpg,Good
bad_images\bad_16_0_4_20170110232131606.jpg.chip.jpg,Bad
good_images\16_1_0_20170102234708483.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170102234708483.jpg.chip.jpg,Bad
good_images\16_1_0_20170102234728107.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170102234728107.jpg.chip.jpg,Bad
good_images\16_1_0_20170102234805899.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170102234805899.jpg.chip.jpg,Bad
good_images\16_1_0_20170102234927276.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170102234927276.jpg.chip.jpg,Bad
good_images\16_1_0_20170103163010615.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170103163010615.jpg.chip.jpg,Bad
good_images\16_1_0_20170103201016775.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170103201016775.jpg.chip.jpg,Bad
good_images\16_1_0_20170103201213287.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170103201213287.jpg.chip.jpg,Bad
good_images\16_1_0_20170103201347823.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170103201347823.jpg.chip.jpg,Bad
good_images\16_1_0_20170103201602647.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170103201602647.jpg.chip.jpg,Bad
good_images\16_1_0_20170104011815680.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170104011815680.jpg.chip.jpg,Bad
good_images\16_1_0_20170104012333393.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170104012333393.jpg.chip.jpg,Bad
good_images\16_1_0_20170104012420681.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170104012420681.jpg.chip.jpg,Bad
good_images\16_1_0_20170104013358122.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170104013358122.jpg.chip.jpg,Bad
good_images\16_1_0_20170104013530988.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170104013530988.jpg.chip.jpg,Bad
good_images\16_1_0_20170104013543170.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170104013543170.jpg.chip.jpg,Bad
good_images\16_1_0_20170105000703117.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170105000703117.jpg.chip.jpg,Bad
good_images\16_1_0_20170105000748206.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170105000748206.jpg.chip.jpg,Bad
good_images\16_1_0_20170109201603478.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109201603478.jpg.chip.jpg,Bad
good_images\16_1_0_20170109203419299.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109203419299.jpg.chip.jpg,Bad
good_images\16_1_0_20170109204155179.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109204155179.jpg.chip.jpg,Bad
good_images\16_1_0_20170109204349968.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109204349968.jpg.chip.jpg,Bad
good_images\16_1_0_20170109204409777.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109204409777.jpg.chip.jpg,Bad
good_images\16_1_0_20170109204530608.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109204530608.jpg.chip.jpg,Bad
good_images\16_1_0_20170109205435776.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109205435776.jpg.chip.jpg,Bad
good_images\16_1_0_20170109212357604.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109212357604.jpg.chip.jpg,Bad
good_images\16_1_0_20170109212413425.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109212413425.jpg.chip.jpg,Bad
good_images\16_1_0_20170109212446278.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109212446278.jpg.chip.jpg,Bad
good_images\16_1_0_20170109212513215.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109212513215.jpg.chip.jpg,Bad
good_images\16_1_0_20170109212525685.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109212525685.jpg.chip.jpg,Bad
good_images\16_1_0_20170109212548663.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109212548663.jpg.chip.jpg,Bad
good_images\16_1_0_20170109212802540.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109212802540.jpg.chip.jpg,Bad
good_images\16_1_0_20170109212859323.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109212859323.jpg.chip.jpg,Bad
good_images\16_1_0_20170109212959831.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109212959831.jpg.chip.jpg,Bad
good_images\16_1_0_20170109213003514.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109213003514.jpg.chip.jpg,Bad
good_images\16_1_0_20170109213007401.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109213007401.jpg.chip.jpg,Bad
good_images\16_1_0_20170109213044006.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109213044006.jpg.chip.jpg,Bad
good_images\16_1_0_20170109213117588.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109213117588.jpg.chip.jpg,Bad
good_images\16_1_0_20170109213357694.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109213357694.jpg.chip.jpg,Bad
good_images\16_1_0_20170109213440225.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109213440225.jpg.chip.jpg,Bad
good_images\16_1_0_20170109213443708.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109213443708.jpg.chip.jpg,Bad
good_images\16_1_0_20170109213456322.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109213456322.jpg.chip.jpg,Bad
good_images\16_1_0_20170109213504335.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109213504335.jpg.chip.jpg,Bad
good_images\16_1_0_20170109213604149.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109213604149.jpg.chip.jpg,Bad
good_images\16_1_0_20170109213608540.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109213608540.jpg.chip.jpg,Bad
good_images\16_1_0_20170109213948727.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109213948727.jpg.chip.jpg,Bad
good_images\16_1_0_20170109213954271.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109213954271.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214013596.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214013596.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214102958.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214102958.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214138699.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214138699.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214323254.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214323254.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214333355.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214333355.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214342165.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214342165.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214402325.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214402325.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214415828.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214415828.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214419099.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214419099.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214444528.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214444528.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214508303.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214508303.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214519974.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214519974.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214535714.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214535714.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214605824.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214605824.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214621700.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214621700.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214652137.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214652137.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214719630.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214719630.jpg.chip.jpg,Bad
good_images\16_1_0_20170109214757287.jpg.chip.jpg,Good
bad_images\bad_16_1_0_20170109214757287.jpg.chip.jpg,Bad
good_images\16_1_1_20170109212835445.jpg.chip.jpg,Good
bad_images\bad_16_1_1_20170109212835445.jpg.chip.jpg,Bad
good_images\16_1_1_20170109213003514.jpg.chip.jpg,Good
bad_images\bad_16_1_1_20170109213003514.jpg.chip.jpg,Bad
good_images\16_1_1_20170109214053896.jpg.chip.jpg,Good
bad_images\bad_16_1_1_20170109214053896.jpg.chip.jpg,Bad
good_images\16_1_1_20170109214212884.jpg.chip.jpg,Good
bad_images\bad_16_1_1_20170109214212884.jpg.chip.jpg,Bad
good_images\16_1_2_20170109214153823.jpg.chip.jpg,Good
bad_images\bad_16_1_2_20170109214153823.jpg.chip.jpg,Bad
good_images\16_1_2_20170109214552372.jpg.chip.jpg,Good
bad_images\bad_16_1_2_20170109214552372.jpg.chip.jpg,Bad
good_images\16_1_3_20170104012449865.jpg.chip.jpg,Good
bad_images\bad_16_1_3_20170104012449865.jpg.chip.jpg,Bad
good_images\16_1_3_20170104214252949.jpg.chip.jpg,Good
bad_images\bad_16_1_3_20170104214252949.jpg.chip.jpg,Bad
good_images\16_1_3_20170104221751447.jpg.chip.jpg,Good
bad_images\bad_16_1_3_20170104221751447.jpg.chip.jpg,Bad
good_images\16_1_3_20170104221802006.jpg.chip.jpg,Good
bad_images\bad_16_1_3_20170104221802006.jpg.chip.jpg,Bad
good_images\16_1_3_20170104222158160.jpg.chip.jpg,Good
bad_images\bad_16_1_3_20170104222158160.jpg.chip.jpg,Bad
good_images\16_1_3_20170104222208647.jpg.chip.jpg,Good
bad_images\bad_16_1_3_20170104222208647.jpg.chip.jpg,Bad
good_images\16_1_3_20170104223028462.jpg.chip.jpg,Good
bad_images\bad_16_1_3_20170104223028462.jpg.chip.jpg,Bad
good_images\16_1_3_20170104223040239.jpg.chip.jpg,Good
bad_images\bad_16_1_3_20170104223040239.jpg.chip.jpg,Bad
good_images\16_1_3_20170104223545496.jpg.chip.jpg,Good
bad_images\bad_16_1_3_20170104223545496.jpg.chip.jpg,Bad
good_images\16_1_3_20170109213433239.jpg.chip.jpg,Good
bad_images\bad_16_1_3_20170109213433239.jpg.chip.jpg,Bad
good_images\16_1_4_20170102234841875.jpg.chip.jpg,Good
bad_images\bad_16_1_4_20170102234841875.jpg.chip.jpg,Bad
good_images\16_1_4_20170103201021199.jpg.chip.jpg,Good
bad_images\bad_16_1_4_20170103201021199.jpg.chip.jpg,Bad
good_images\16_1_4_20170103201023166.jpg.chip.jpg,Good
bad_images\bad_16_1_4_20170103201023166.jpg.chip.jpg,Bad
good_images\16_1_4_20170103201025695.jpg.chip.jpg,Good
bad_images\bad_16_1_4_20170103201025695.jpg.chip.jpg,Bad
good_images\16_1_4_20170103201700919.jpg.chip.jpg,Good
bad_images\bad_16_1_4_20170103201700919.jpg.chip.jpg,Bad
good_images\16_1_4_20170103214347949.jpg.chip.jpg,Good
bad_images\bad_16_1_4_20170103214347949.jpg.chip.jpg,Bad
good_images\16_1_4_20170103223310543.jpg.chip.jpg,Good
bad_images\bad_16_1_4_20170103223310543.jpg.chip.jpg,Bad
good_images\16_1_4_20170103224851136.jpg.chip.jpg,Good
bad_images\bad_16_1_4_20170103224851136.jpg.chip.jpg,Bad
good_images\16_1_4_20170103233333235.jpg.chip.jpg,Good
bad_images\bad_16_1_4_20170103233333235.jpg.chip.jpg,Bad
good_images\16_1_4_20170103233406635.jpg.chip.jpg,Good
bad_images\bad_16_1_4_20170103233406635.jpg.chip.jpg,Bad
good_images\16_1_4_20170103233818803.jpg.chip.jpg,Good
bad_images\bad_16_1_4_20170103233818803.jpg.chip.jpg,Bad
good_images\16_1_4_20170103234142187.jpg.chip.jpg,Good
bad_images\bad_16_1_4_20170103234142187.jpg.chip.jpg,Bad
good_images\16_1_4_20170104005411807.jpg.chip.jpg,Good
bad_images\bad_16_1_4_20170104005411807.jpg.chip.jpg,Bad
good_images\16_1_4_20170104011755640.jpg.chip.jpg,Good
bad_images\bad_16_1_4_20170104011755640.jpg.chip.jpg,Bad
good_images\17_0_0_20170103201439825.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170103201439825.jpg.chip.jpg,Bad
good_images\17_0_0_20170103201534007.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170103201534007.jpg.chip.jpg,Bad
good_images\17_0_0_20170104003852806.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170104003852806.jpg.chip.jpg,Bad
good_images\17_0_0_20170104011408904.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170104011408904.jpg.chip.jpg,Bad
good_images\17_0_0_20170104011953696.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170104011953696.jpg.chip.jpg,Bad
good_images\17_0_0_20170104230556561.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170104230556561.jpg.chip.jpg,Bad
good_images\17_0_0_20170105183357879.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170105183357879.jpg.chip.jpg,Bad
good_images\17_0_0_20170105183607439.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170105183607439.jpg.chip.jpg,Bad
good_images\17_0_0_20170105183615673.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170105183615673.jpg.chip.jpg,Bad
good_images\17_0_0_20170110231210547.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110231210547.jpg.chip.jpg,Bad
good_images\17_0_0_20170110231233724.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110231233724.jpg.chip.jpg,Bad
good_images\17_0_0_20170110231535087.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110231535087.jpg.chip.jpg,Bad
good_images\17_0_0_20170110231605793.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110231605793.jpg.chip.jpg,Bad
good_images\17_0_0_20170110231615651.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110231615651.jpg.chip.jpg,Bad
good_images\17_0_0_20170110231640217.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110231640217.jpg.chip.jpg,Bad
good_images\17_0_0_20170110231711354.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110231711354.jpg.chip.jpg,Bad
good_images\17_0_0_20170110231719325.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110231719325.jpg.chip.jpg,Bad
good_images\17_0_0_20170110231748137.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110231748137.jpg.chip.jpg,Bad
good_images\17_0_0_20170110231752726.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110231752726.jpg.chip.jpg,Bad
good_images\17_0_0_20170110231820806.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110231820806.jpg.chip.jpg,Bad
good_images\17_0_0_20170110231830374.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110231830374.jpg.chip.jpg,Bad
good_images\17_0_0_20170110232017297.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110232017297.jpg.chip.jpg,Bad
good_images\17_0_0_20170110232022621.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110232022621.jpg.chip.jpg,Bad
good_images\17_0_0_20170110232027271.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110232027271.jpg.chip.jpg,Bad
good_images\17_0_0_20170110232044494.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110232044494.jpg.chip.jpg,Bad
good_images\17_0_0_20170110232257182.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110232257182.jpg.chip.jpg,Bad
good_images\17_0_0_20170110232438939.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110232438939.jpg.chip.jpg,Bad
good_images\17_0_0_20170110232616400.jpg.chip.jpg,Good
bad_images\bad_17_0_0_20170110232616400.jpg.chip.jpg,Bad
good_images\17_0_1_20170110224421697.jpg.chip.jpg,Good
bad_images\bad_17_0_1_20170110224421697.jpg.chip.jpg,Bad
good_images\17_0_1_20170110232231513.jpg.chip.jpg,Good
bad_images\bad_17_0_1_20170110232231513.jpg.chip.jpg,Bad
good_images\17_0_2_20170105183230223.jpg.chip.jpg,Good
bad_images\bad_17_0_2_20170105183230223.jpg.chip.jpg,Bad
good_images\17_0_2_20170105183335071.jpg.chip.jpg,Good
bad_images\bad_17_0_2_20170105183335071.jpg.chip.jpg,Bad
good_images\17_0_3_20161219224759672.jpg.chip.jpg,Good
bad_images\bad_17_0_3_20161219224759672.jpg.chip.jpg,Bad
good_images\17_0_3_20170104225543888.jpg.chip.jpg,Good
bad_images\bad_17_0_3_20170104225543888.jpg.chip.jpg,Bad
good_images\17_0_3_20170104225710543.jpg.chip.jpg,Good
bad_images\bad_17_0_3_20170104225710543.jpg.chip.jpg,Bad
good_images\17_0_3_20170104225734512.jpg.chip.jpg,Good
bad_images\bad_17_0_3_20170104225734512.jpg.chip.jpg,Bad
good_images\17_0_3_20170104225736449.jpg.chip.jpg,Good
bad_images\bad_17_0_3_20170104225736449.jpg.chip.jpg,Bad
good_images\17_0_3_20170104230447112.jpg.chip.jpg,Good
bad_images\bad_17_0_3_20170104230447112.jpg.chip.jpg,Bad
good_images\17_0_4_20170102234904707.jpg.chip.jpg,Good
bad_images\bad_17_0_4_20170102234904707.jpg.chip.jpg,Bad
good_images\17_0_4_20170103201055366.jpg.chip.jpg,Good
bad_images\bad_17_0_4_20170103201055366.jpg.chip.jpg,Bad
good_images\17_0_4_20170103201116511.jpg.chip.jpg,Good
bad_images\bad_17_0_4_20170103201116511.jpg.chip.jpg,Bad
good_images\17_0_4_20170103210008641.jpg.chip.jpg,Good
bad_images\bad_17_0_4_20170103210008641.jpg.chip.jpg,Bad
good_images\17_0_4_20170103212532692.jpg.chip.jpg,Good
bad_images\bad_17_0_4_20170103212532692.jpg.chip.jpg,Bad
good_images\17_0_4_20170103234631508.jpg.chip.jpg,Good
bad_images\bad_17_0_4_20170103234631508.jpg.chip.jpg,Bad
good_images\17_0_4_20170103234633420.jpg.chip.jpg,Good
bad_images\bad_17_0_4_20170103234633420.jpg.chip.jpg,Bad
good_images\17_1_0_20170102234717403.jpg.chip.jpg,Good
bad_images\bad_17_1_0_20170102234717403.jpg.chip.jpg,Bad
good_images\17_1_0_20170103163207606.jpg.chip.jpg,Good
bad_images\bad_17_1_0_20170103163207606.jpg.chip.jpg,Bad
good_images\17_1_0_20170103175424111.jpg.chip.jpg,Good
bad_images\bad_17_1_0_20170103175424111.jpg.chip.jpg,Bad
good_images\17_1_0_20170104005759343.jpg.chip.jpg,Good
bad_images\bad_17_1_0_20170104005759343.jpg.chip.jpg,Bad
good_images\17_1_0_20170104011923497.jpg.chip.jpg,Good
bad_images\bad_17_1_0_20170104011923497.jpg.chip.jpg,Bad
good_images\17_1_0_20170104012351409.jpg.chip.jpg,Good
bad_images\bad_17_1_0_20170104012351409.jpg.chip.jpg,Bad
good_images\17_1_0_20170104012433529.jpg.chip.jpg,Good
bad_images\bad_17_1_0_20170104012433529.jpg.chip.jpg,Bad
good_images\17_1_0_20170104013458371.jpg.chip.jpg,Good
bad_images\bad_17_1_0_20170104013458371.jpg.chip.jpg,Bad
good_images\17_1_0_20170105183400255.jpg.chip.jpg,Good
bad_images\bad_17_1_0_20170105183400255.jpg.chip.jpg,Bad
good_images\17_1_0_20170109201558943.jpg.chip.jpg,Good
bad_images\bad_17_1_0_20170109201558943.jpg.chip.jpg,Bad
good_images\17_1_0_20170109201930035.jpg.chip.jpg,Good
bad_images\bad_17_1_0_20170109201930035.jpg.chip.jpg,Bad
good_images\17_1_0_20170109204406514.jpg.chip.jpg,Good
bad_images\bad_17_1_0_20170109204406514.jpg.chip.jpg,Bad
good_images\17_1_0_20170109205309078.jpg.chip.jpg,Good
bad_images\bad_17_1_0_20170109205309078.jpg.chip.jpg,Bad
